RefID,Title,Author,MedlineID,Journal,DateEntered,InternalAnno,AnnoCode,CometSubtypes,IncludeNS3Pos36_175,IncludeNS5APos26_93,Includes S282,Includes S282 + 4 other RAS positions,Includes S282 + 5 other RAS positions,Includes S282 + all positions
948,"The epidemic history of hepatitis C among injecting drug users in Flanders, Belgium","Mathei,C., Van Dooren,S., Lemey,P., Van Damme,P., Buntinx,F. and Vandamme,A.M.",18248334,"J. Viral Hepat. 15 (6), 399-408 (2008)",2026-02-15,,,1a; 3a,0,0,92,0,0,0
949,A genetic analysis of hepatitis C virus transmission between injection drug users,"Cochrane,A., Searle,B., Hardie,A., Robertson,R., Delahooke,T., Cameron,S., Tedder,R.S., Dusheiko,G.M., De Lamballerie,X. and Simmonds,P.",12402190,"J. Infect. Dis. 186 (9), 1212-1221 (2002)",2026-02-15,,,1a; 3a,0,0,199,0,0,0
950,"Distribution pattern, molecular transmission networks, and phylodynamic of hepatitis C virus in China","Ye,J., Sun,Y., Li,J., Lu,X., Zheng,M., Liu,L., Yu,F., He,S., Xu,C., Ren,X., Wang,J., Chen,J., Ruan,Y., Feng,Y., Shao,Y., Xing,H. and Lu,H.",38128044,"PLoS One 18 (12), e0296053 (2023)",2026-02-15,,,1a; 1b; 2a; 3a; 3b; 6a; 6n; 6xa,0,0,398,0,0,0
951,Hepatitis B and C virus infections in Dutch and Flemish blood donors: what does the virus tell us?,"van de Laar,T.J.W., Vandewalle,G., de Smet,A., van Swieten,P., Benschop,K.S.M., Cremer,J., Veldhuijzen,I.K., Compernolle,V. and Zaaijer,H.L.",,Unpublished,2026-02-15,,,1a; 1b; 1g; 2a; 2b; 2c; 2e; 2j; 2q; 3a; 3k; 4a; 4d; 4k; 4r; 5a,0,0,169,0,0,0
952,Naturally Occurring Mutations in the Nonstructural Region 5B of Hepatitis C Virus (HCV) from Treatment-Naive Korean Patients Chronically Infected with HCV Genotype 1b,"Kim,D.W., Lee,S.A., Kim,H., Won,Y.S. and Kim,B.J.",24489961,"PLoS ONE 9 (1), E87773 (2014)",2026-02-15,,,1b,0,0,0,0,0,0
953,"Analysis of Hepatitis C virus genotype 2b, 3a, 4a, and 5a isolates","Moreau,I., Menton,J., Levis,J., Palmer,B., Crosbie,O., Kenny-Walsh,E. and Fanning,L.",,Unpublished,2026-02-15,,,2b; 4a; 5a,0,0,3,3,3,3
954,Sexual behaviour and incidence of HIV and sexually transmitted infections among men who have sex with men using daily and event-driven pre-exposure prophylaxis in AMPrEP: 2 year results from a demonstration study,"Hoornenborg,E., Coyer,L., Achterbergh,R.C.A., Matser,A., Schim van der Loeff,M.F., Boyd,A., van Duijnhoven,Y.T.H.P., Bruisten,S., Oostvogel,P., Davidovich,U., Hogewoning,A., Prins,M. and de Vries,H.J.C.",31178284,Lancet HIV (2019) In press,2026-02-15,,,1a; 2b; 3a; 4d,0,0,11,0,0,0
955,"Changes in risk behavior and dynamics of hepatitis C virus infections among young drug users in Amsterdam, the Netherlands","van de Laar,T.J., Langendam,M.W., Bruisten,S.M., Welp,E.A., Verhaest,I., van Ameijden,E.J., Coutinho,R.A. and Prins,M.",16254983,"J. Med. Virol. 77 (4), 509-518 (2005)",2026-02-15,,,1a; 1b; 2b; 3a; 4d,0,0,0,0,0,0
956,Direct Submission,"Ostankova,Y.V., Reingardt,D.E. and Balde,T.A.",,Submitted (03-DEC-2023) Immunology and viroligy of,2026-02-15,,,2c; 2j; 2k; 2q,0,0,11,11,11,11
957,"Hepatitis C virus identified in Cambodia, NS5B region, partial cds","Pham,V.H., Sokhal,B., Vo,D.X.A., Huynh,L.V., Chu,N.T.T. and Abe,K.",,Unpublished,2026-02-15,,,1a; 1b; 2a; 2m; 6a; 6e; 6p; 6q; 6r; 6s; 8a,0,0,0,0,0,0
958,NS5B gene sequence of type 3b Hepatitis C virus,"Prasanth,V. and Sugunan,V.S.",,Unpublished,2026-02-15,,,3b,0,0,1,1,1,1
959,Phylogenetic investigation of nosocomial transmission of hepatitis C virus in an oncology ward,"Dencs,A., Hettmann,A., Martyin,T., Jekkel,C., Banyai,T. and Takacs,M.",21264863,"J. Med. Virol. 83 (3), 428-436 (2011)",2026-02-15,,,1a; 1b,0,0,0,0,0,0
960,Hepatitis C virus type 3a polyprotein partial sequence,"Prasanth,V. and Sugunan,V.S.",,Unpublished,2026-02-15,,,3b,0,0,1,1,1,1
961,Measuring transmission diversity of chronic viral infections: evidence of superspreading events as driving force of the hepatitis C virus epidemic,"Magiorkinis,G., Magiorkinis,E., Paraskevis,D. and Hatzakis,A.",,Unpublished,2026-02-15,,,3a; 4a,0,0,40,0,0,0
962,Direct Submission,"Stelzer,S.J., Kim,M.-J., White,P.A. and Rawlinson,W.D.",,Submitted (23-AUG-2007) School of Biotechnology an,2026-02-15,,,1a; 3a,0,0,0,0,0,0
963,Naturally occurring resistance mutations to Hepatitis C virus polymerase inhibitors in treatment-naive patients infected with genotypes 1-5,"Legrand-Abravanel,F., Henquell,C., Le Guillou-Guillemette,H., Balan,V., Morand,A., Dubois,M., Lunel-Fabiani,F., Payan,C. and Izopet,J.",,Unpublished,2026-02-15,,,1a; 1b; 1h; 2a; 2b; 2c; 2i; 2k; 3a; 4a; 4d; 4k; 5a,0,0,124,124,124,124
964,Direct Submission,"Dutta,S. and Sadhukhan,P.C.",,"Submitted (28-AUG-2023) Virology, National Institu",2026-02-15,,,3a,0,0,10,10,10,10
965,High prevalence of Hepatitis C virus genotype 6 in Vietnam,"Pham,D.A., Leuangwutiwong,P., Jittmittraphap,A., Luplertlop,N., Bach,H.K., Akkarathamrongsin,S., Theamboonlers,A. and Poovorawan,Y.",19839502,"Asian Pac. J. Allergy Immunol. 27 (2-3), 153-160 (",2026-02-15,,,1a; 1b; 3a; 3b; 6a; 6e; 6l,0,0,65,0,0,0
966,Characterization of Hepatitis C Virus (HCV) Quasispecies Dynamics upon Short-Term Dual Therapy with the HCV NS5B Nucleoside Polymerase Inhibitor Mericitabine and the NS3/4 Protease Inhibitor Danoprevir,"Le Pogam,S., Yan,J.M., Chhabra,M., Ilnicka,M., Kang,H., Kosaka,A., Ali,S., Chin,D.J., Shulman,N.S., Smith,P., Klumpp,K. and Najera,I.",22869576,"Antimicrob. Agents Chemother. 56 (11), 5494-5502 (",2026-02-15,,,1a; 1b,87,0,87,87,87,87
967,Hepatitis C Virus NS3/4A Quasispecies Diversity in Acute Hepatitis C Infection in HIV-1 Co-infected Patients,"Nevot,M., Boesecke,C., Parera,M., Andres,C., Franco,S., Revollo,B., Tural,C., Clotet,B., Rockstroh,J. and Martinez,M.A.",,Unpublished,2026-02-15,,,1a,0,0,0,0,0,0
968,Direct Submission,"Ostankova,Y.V. and Reingardt,D.E.",,Submitted (08-FEB-2024) Immunology and Virology of,2026-02-15,,,1a; 1b; 2a; 2k; 3a,0,0,27,27,27,27
969,"Molecular and structural basis for the roles of HCV polymerase NS5B amino acids 15, 223, and 321 in viral replication and drug resistance","Lam,A.M., Edwards,T.E., Mosley,R.T., Murakami,E., Bansal,S., Lugo,C., Bao,H., Otto,M.J., Sofia,M.J. and Furman,P.A.",,Unpublished,2026-02-15,,,3a,0,0,1,1,1,1
970,Evidence of a large international HCV transmission network in HIV-positive men who have sex with men (MSM),"van de Laar,T.J.W., Pybus,O.G., Bruisten,S.M., Brown,D., Nelson,M., Bhagani,S., Vogel,M., Baumgarten,A., Chaix,M.-L., Fisher,M., Gotz,H., Matthews,G.V., Neifer,S., White,P.A., Rawlinson,W.D., Pol,S., Rockstroh,J.K., Coutinho,R.A., Dore,G.J., Dusheiko,G.M. and Danta,M.",,Unpublished,2026-02-15,,,1a; 1b; 2b; 2c; 3a; 4d,0,0,0,0,0,0
971,HCV 3a NS5B gene variability among chronic HCV infected patients of Peshawar,"Gul,A., Ali,I., Ahmed,J. and Zahir,F.",,Unpublished,2026-02-15,,,3a,0,0,12,12,12,12
972,Frequent HCV reinfection and superinfection in a cohort of injecting drug users in Amsterdam,"van de Laar,T.J., Molenkamp,R., van den Berg,C., Schinkel,J., Beld,M.G., Prins,M., Coutinho,R.A. and Bruisten,S.M.",19646773,"J. Hepatol. 51 (4), 667-674 (2009)",2026-02-15,,,1a; 1b; 2a; 2b; 3a; 4a; 4d,0,0,0,0,0,0
973,Direct Submission,"Sarwar,M.T., Sumrin,A., Ansar,M., Kausar,H., Ashfaq,U.A., Ahmad,W., Shahid,I., Ijaz,B., Asad,S., Gull,S., Hussain,M. and Hassan,S.",,Submitted (19-APR-2010) Applied and Functional Gen,2026-02-15,,,3a,0,0,1,1,1,1
974,"Female Sex and IL28B, a Synergism for Spontaneous Viral Clearance in Hepatitis C Virus (HCV) Seroconverters from a Community-Based Cohort","van den Berg,C.H., Grady,B.P., Schinkel,J., van de Laar,T., Molenkamp,R., van Houdt,R., Coutinho,R.A., van Baarle,D. and Prins,M.",22110669,"PLoS ONE 6 (11), E27555 (2011)",2026-02-15,,,1a; 1b; 2b; 3a; 4d,0,0,0,0,0,0
975,Escape from a Dominant HLA-B*15-Restricted CD8+ T Cell Response against Hepatitis C Virus Requires Compensatory Mutations outside the Epitope,"Ruhl,M., Chhatwal,P., Strathmann,H., Kuntzen,T., Bankwitz,D., Skibbe,K., Walker,A., Heinemann,F.M., Horn,P.A., Allen,T.M., Hoffmann,D., Pietschmann,T. and Timm,J.",22072759,"J. Virol. 86 (2), 991-1000 (2012)",2026-02-15,,,1b,0,0,35,35,35,35
976,Rise in HCV-incidence among men who have sex with men in Amsterdam: Evidence for sexual transmission of HCV,"van de Laar,T.J.W., van der Bij,A.K., Prins,M., Bruisten,S.M., Brinkman,K., Ruys,T.A., van der Meer,J.T.M., de Vries,H.J.C., Mulder,J.-W., van Agtmael,M., Jurriaans,S., Wolthers,K.C. and Coutinho,R.A.",,Unpublished,2026-02-15,,,1a,0,0,0,0,0,0
977,HCV RNA DBS proof of concept in Swiss settings: Expanded Virologic Applications,"Castro,E., Mamin,R., Oprandi,L., Bochon,P. and Andre,C.",,Unpublished,2026-02-15,,,1a; 2a; 3a; 4a; 4d,0,0,13,13,13,3
978,Men who have sex with men starting pre-exposure prophylaxis (PrEP) are at risk of HCV infection: evidence from the Amsterdam PrEP study,"Hoornenborg,E., Achterbergh,R.C.A., Schim Van Der Loeff,M.F., Davidovich,U., Hogewoning,A., Vries,H.J.C., Schinkel,J., Prins,M. and Laar,T.J.W.V.",28463878,AIDS (2017) In press,2026-02-15,,,1a; 2b; 4d,0,0,12,0,0,0
979,Direct Submission,"Younas,S.",,Submitted (27-OCT-2023) Centre for Applied Molecul,2026-02-15,,,3a,0,0,3,3,3,3
980,Identifying different mutation sites leading to resistant to sofosbuvir in hepatitis C virus genotype 4a,"Shoun,A.",,Unpublished,2026-02-15,,,4a; 4o,0,0,5,3,3,3
981,Low prevalence of hepatitis C co-infection in recently HIV-infected minority men who have sex with men in Los Angeles: a cross-sectional study,"Chew,K.W., Blum,M.L., Javanbakht,M., Clare,L.E., Bornfleth,L.D., Bolan,R., Bhattacharya,D. and Gorbach,P.M.",26590028,"BMC Infect. Dis. 15 (1), 538 (2015)",2026-02-15,,,1a; 3a,3,0,3,3,3,2
982,The origin and transmission history of the unique HCV circulating recombinant form 2k/1b,"Raghwani,J., Thomas,X.V., Rambaut,A. and Pybus,O.G.",,Unpublished,2026-02-15,,,1b,0,0,6,0,0,0
983,Direct Submission,"Majid,A., Khan,S. and Siraj,S.",,"Submitted (08-SEP-2021) Department of Zoology, Uni",2026-02-15,,,3a,0,0,5,5,5,5
984,"Molecular surveillance of hepatitis C virus genotypes identifies the emergence of a genotype 4d lineage among men in Quebec, 2001-2017","Murphy,D.G., Dion,R., Simard,M., Vachon,M.-L., Martel-Laferriere,V., Serhir,B. and Longtin,J.",,"Can. Commun. Dis. Rep. 45 (9), 230-237 (2019)",2026-02-15,,,4d,0,0,119,0,0,0
985,Direct Submission,"Majid,A., Khan,S. and Siraj,S.",,"Submitted (05-SEP-2021) Department of Zoology, Uni",2026-02-15,,,3a,0,0,6,6,6,6
986,Sequence of non-structural regions 3 and 5 of hepatitis C virus genomes from Spanish patients: existence of a predominant variant related to type 1b,"Pernas,M., Bartolome,J., Castillo,I., Quiroga,J.A., Pardo,M. and Carreno,V.",7844561,"J. Gen. Virol. 76 (Pt 2), 415-420 (1995)",2026-02-15,,,1b,0,0,1,1,1,1
987,Characterization of Resistance to the Nonnucleoside NS5B Inhibitor Filibuvir in Hepatitis C Virus-Infected Patients,"Troke,P.J., Lewis,M., Simpson,P., Gore,K., Hammond,J., Craig,C. and Westby,M.",22203605,"Antimicrob. Agents Chemother. 56 (3), 1331-1341 (2",2026-02-15,,,1a; 1b,0,0,52,52,52,52
988,Comparison of the in vitro enzymatic activity of genotype 3a and 1b HCV polymerases,"Clancy,L.E., Kim,M.-J. and White,P.A.",,Unpublished,2026-02-15,,,3a,0,0,2,2,2,2
989,Direct Submission,"Majid,A., Khan,S. and Siraj,S.",,"Submitted (30-AUG-2021) Department of Zoology, Uni",2026-02-15,,,3a,0,0,4,4,4,4
990,Direct Submission,"Majid,A., Khan,S. and Siraj,S.",,"Submitted (27-AUG-2021) Department of Zoology, Uni",2026-02-15,,,3a,0,0,3,3,3,3
991,Direct Submission,"Rauff,B., Munir,S., Butt,S., Idrees,M., Akram,M., Rehman,I., Ali,M., Fatima,Z., Badar,S., Naudhani,M., Saleem,S., Aftab,M. and Khubaib,B.",,Submitted (26-APR-2010) National Centre of Excelle,2026-02-15,,,1a,0,0,1,1,1,1
992,Genetic diversity of hepatitis B co-infection with other viral hepatitis viruses,"Hudu,S.A., Tan,S.S., Shahar,H.B., Omar,H., Mutalib,N.A., Niazlin,M.T., Nordin,S.A. and Sekawi,Z.",,Unpublished,2026-02-15,,,3a,0,0,1,1,1,1
993,Replication fitness and NS5B drug sensitivity of diverse hepatitis C virus isolates characterized by using a transient replication assay,"Ludmerer,S.W., Graham,D.J., Boots,E., Murray,E.M., Simcoe,A., Markel,E.J., Grobler,J.A., Flores,O.A., Olsen,D.B., Hazuda,D.J. and LaFemina,R.L.",15855532,"Antimicrob. Agents Chemother. 49 (5), 2059-2069 (2",2026-02-15,,,1a; 1b; 2a; 3a; 4a; 6a,0,0,21,21,21,21
994,Increase in HCV incidence among men who have sex with men in Amsterdam most likely caused by sexual transmission,"van de Laar,T.J., van der Bij,A.K., Prins,M., Bruisten,S.M., Brinkman,K., Ruys,T.A., van der Meer,J.T., de Vries,H.J., Mulder,J.W., van Agtmael,M., Jurriaans,S., Wolthers,K.C. and Coutinho,R.A.",17570110,"J. Infect. Dis. 196 (2), 230-238 (2007)",2026-02-15,,,1a; 1b; 2b; 3a; 4d,0,0,0,0,0,0
995,Changing trends in international versus domestic HCV transmission in HIV-positive MSM: A perspective for the DAA scale-up era,"Salazar-Vizcaya,L., Kouyos,R.D., Metzner,K.J., Caraballo Cortes,K., Boni,J., Shah,C., Fehr,J., Braun,D.L., Bernasconi,E., Mbunkah,H.A., Hoffmann,M., Labhardt,N., Cavassini,M., Rougemont,M., Gunthard,H.F., Keiser,O. and Rauch,A.",30759225,J. Infect. Dis. (2019) In press,2026-02-15,,,1a,0,0,0,0,0,0
996,Direct Submission,"Kumar,D., Chaudhury,I., Gautam,H.K., Chakravarty,A., Kar,P. and Das,R.H.",,"Submitted (12-AUG-2006) Comparative Genomics Unit,",2026-02-15,,,3a,0,0,1,1,1,1
997,1a/1b subtype profiling of non-nucleoside polymerase inhibitors of Hepatitis C virus,"Nyanguile,O., Devogelaere,B., Vijgen,L., Van den Broeck,W., Pauwels,F., Cumming,M.D., de Bondt,H., Vos,A.M., Berke,J., Lenz,O., Vandercruyssen,G., Vermeiren,K., Mostmans,W., Dehertogh,P., Delouvroy,F., Vendeville,S., VanDyck,K., Dockx,K., Cleiren,E., Raboisson,P., Simmen,K.A. and Fanning,G.C.",,Unpublished,2026-02-15,,,1a,0,0,1,1,1,1
998,Sequence Analysis of Hepatitis C Virus Replication Functions in HCV/HIV Coinfected Subjects,"Parker,M., Lamson,D., Wroblewski,D., Reilly,A., Philpott,S., Kleiner,D., Holman,S., Augenbraun,M. and Taylor,J.",,Unpublished,2026-02-15,,,1a; 1b,0,0,87,87,87,87
999,"Co-infections and transmission networks of HCV, HIV-1 and HPgV among individuals with intravenous drug exposures","Ng,K.T. and Tee,K.K.",,Unpublished,2026-02-15,,,1a; 1b; 3a; 3b; 6n,0,0,107,107,107,107
1000,Phylogenetic analysis of hepatitis C virus Strains and risk factors associated with infection and viral subtypes among Iranian patients,"Salehi Moghadam,F., Mohebbi,S.R., Hosseini,S.M., Romani,S., Mirtalebi,H., Azimzadeh,P., Damavand,B., Naghoosi,H., Khanyaghma,M., Sanati,A. and Zali,M.R.",24838700,J. Med. Virol. (2014) In press,2026-02-15,,,1a; 1b; 2b; 3a; 3h; 4a; 4d; 6a,0,0,140,1,0,0
1001,Direct Submission,"Akkarathamrongsin,S., Hacharoen,P., Praianantathavorn,K., Tangkijvanich,P., Theamboonlers,A., Tanaka,Y., Mizokami,M. and Poovorawan,Y.",,"Submitted (06-SEP-2010) Pediatrics, Center of Exce",2026-02-15,,,1a; 1b; 2a; 3a; 3b; 6i; 6n,0,0,281,265,2,2
1002,People with Multiple Tattoos and/or Piercings Are Not at Increased Risk for HBV or HCV in The Netherlands,"Urbanus,A.T., van den Hoek,A., Boonstra,A., van Houdt,R., de Bruijn,L.J., Heijman,T., Coutinho,R.A. and Prins,M.",21935447,"PLoS ONE 6 (9), E24736 (2011)",2026-02-15,,,1a,0,0,0,0,0,0
1003,"Never injected, but hepatitis C virus-infected: a study among self-declared never-injecting drug users from the Amsterdam Cohort Studies","van den Berg,C.H., van de Laar,T.J., Kok,A., Zuure,F.R., Coutinho,R.A. and Prins,M.",19243497,"J. Viral Hepat. 16 (8), 568-577 (2009)",2026-02-15,,,1a; 1b; 2a; 2b; 3a,0,0,0,0,0,0
1004,Genotypic Variation of Hepatitis C Virus in Vietnam,"Tran,H.T. and Abe,K.",,Published Only in Database (2006),2026-02-15,,,1a; 1b; 2a; 2i; 2m; 6a; 6e; 6l; 6o; 6p; 8a,0,0,0,0,0,0
1005,Diversity and origin of hepatitis C virus infections among voluntary blood donors in Netherlands,"van de laar,T.J.W., Koppelman,M.G.H.M., van der BIj,A.K., Zaaijer,H.L., Cuijpers,H.T.M., van der Poel,C.L., Coutinho,R.A. and Bruisten,S.M.",,Unpublished,2026-02-15,,,1a; 1b; 1g; 2a; 2b; 2c; 3a; 3k; 4a; 4d; 4k,0,0,2,0,0,0
1006,Direct Submission,"Sistayanarain,A.",,Submitted (21-DEC-2012) Microbiology and Parasitol,2026-02-15,,,6f,0,0,16,0,0,0
1007,Molecular Diagnosis of Occult Hepatitis C Virus Infection among Iranian Injection Drug Users,"Sheikh,M., Bokharaei-Salim,F., Monavari,S.H., Ataei Pirkooh,A.P., Esghaei,M., Babaei,R., Moradi,N., Fakhim,A. and Keyvani,H.",,Unpublished,2026-02-15,,,1a; 3a,0,0,11,11,11,11
1008,Direct Submission,"Glazunova,O.O. and Colson,P.",,"Submitted (14-JAN-2014) Virology Laboratory, Timon",2026-02-15,,,2a; 2j,0,0,2,2,2,2
1009,Occult HCV and Occult HBV Co-infection in Iranian Human Immunodeficiency Virus-Infected Individuals,"Jamshidi,S., Bokharaei-Salim,F., Esghaei,M., Bastani,M.N., Garshasbi,S., Chavoshpour,S., Dehghani-Dehej,F., Fakhim,S. and Khanaliha,K.",32232978,J. Med. Virol. (2020) In press,2026-02-15,,,1a; 1b; 3a,0,0,14,14,14,14
1010,Identification of Different Hepatitis C Virus Genotypes in Plasma and Peripheral blood Mononuclear Cell Specimens of Iranian Patients with Beta-thalassemia Major,"Kahyesh-Esfandiary,R., Sadigh,Z.-A., Esghaei,M., Bastani,M.-N., Donyavi,T., Najafi,A., Fakhim,A. and Bokharaei-Salim,F.",,Unpublished,2026-02-15,,,1a; 3a,0,0,10,10,10,10
1011,Hepatitis C virus drug resistance and immune-driven adaptations: relevance to STAT-C therapy,"Gaudieri,S., Rauch,A., Pfafferott,K., Barnes,E., Cheng,W., McCaughan,G., Shackel,N., Jeffrey,G.P., Mollison,L., Baker,R., Furrer,H., Gunthard,H.F., Klenerman,P., Mallal,S., Roberts,S., Nolan,D. and Lucas,M.",,Unpublished,2026-02-15,,,1b; 3a; 3b,0,0,4,3,3,2
1012,Presence of Different Hepatitis C Virus Genotypes in Plasma and Peripheral Blood Mononuclear Cell Samples of Iranian Patients with HIV Infection,"Dehghani-Dehej,F., Sarvari,J., Esghaei,M., Hosseini,S.Y., Garshasbi,S., Kalantari,S., Monavari,S.H., Fakhim,A., Keyvani,H. and Bokharaei-Salim,F.",28845894,J. Med. Virol. (2017) In press,2026-02-15,,,1a; 1b; 3a,0,0,10,10,10,10
1013,"Serological and Molecular Prevalence of HCMV, HCV, HBV and Toxoplasma gondii Co-infection in Treatment-naive HIV-infected Individuals","Bokharaei-Salim,F., Kiani,S.J., Khanaliha,K., Kalantari,S., Razizadeh,M.H., Dehghani-Dehej,F., Chavoshpour,S., Jamshidi,S., Nahidsamie,R. and Emtiazi,N.",,Unpublished,2026-02-15,,,1a; 1b; 3a,0,0,8,8,8,8
1014,Emergence of hepatitis C virus genotype 4: phylogenetic analysis reveals three distinct epidemiological profiles,"de Bruijne,J., Schinkel,J., Prins,M., Koekkoek,S.M., Aronson,S.J., van Ballegooijen,M.W., Reesink,H.W., Molenkamp,R. and van de Laar,T.J.",19794040,"J. Clin. Microbiol. 47 (12), 3832-3838 (2009)",2026-02-15,,,1b; 1g; 4a; 4d; 4k; 4n; 4o; 4r,0,0,121,0,0,0
1015,Binding-site identification and genotypic profiling of hepatitis C virus polymerase inhibitors,"Pauwels,F., Mostmans,W., Quirynen,L.M., van der Helm,L., Boutton,C.W., Rueff,A.S., Cleiren,E., Raboisson,P., Surleraux,D., Nyanguile,O. and Simmen,K.A.",17459932,"J. Virol. 81 (13), 6909-6919 (2007)",2026-02-15,,,1a; 1b; 2b; 3a; 4a; 5a; 6a,0,0,11,11,11,11
1016,Assessment of Hepatitis C virus (HCV) associated with hemodialysis patients in Thi-Qar province Iraq,"Khalaf,A.A. and Reissan,K.H.",,Unpublished,2026-02-15,,,1a; 3a; 4a,0,0,4,2,1,1
1017,Nucleotide sequence and mutation rate of the H strain of hepatitis C virus,"Ogata,N., Alter,H.J., Miller,R.H. and Purcell,R.H.",1849654,"Proc. Natl. Acad. Sci. U.S.A. 88 (8), 3392-3396 (1",2026-02-15,,,1a,0,0,2,2,2,2
1018,Direct Submission,"Bokharaei-Salim,F., Marjani,A., Garshasbi,S., Khanaliha,K., Dehghani-Dehej,F., Babaei,R., Sadeghi,M., Keyvani,H., Esghaei,M. and Fakhim,A.",,"Submitted (10-JUL-2021) Virology, Iran University ",2026-02-15,,,1a,0,0,1,1,1,1
1019,Direct Submission,"Costa,V.D., Brandao-Mello,C.E., Nunes,E.P., Santos Silva,P.G.C., Lewis Ximenez,L.L., Lampe,E. and Amaral Mello,F.C.A.",,Submitted (07-NOV-2018) Laboratorio de Hepatites V,2026-02-15,,,1a; 1b; 3a,0,0,132,132,132,131
1020,Occult Hepatitis C Virus Infection in Iranian Injection Drug Users with Human Immunodeficiency Virus Infection,"Bokharaei-Salim,F., Khanaliha,K., Sheikh,M., Bastani,M.-N., Esghaei,M., Babaei,R., Moradi,N., Fakhim,A. and Donyavi,T.",,Unpublished,2026-02-15,,,1a; 3a; 4a,0,0,14,14,14,14
1021,Outbreak of Hepatitis C Virus at an Outpatient Hemodialysis Center: Mechanisms of Transmission and Need for Enhanced Infection Control,"Jaeger,J.L., Hallack,R., Johnson,G., Clement,E., Biega,L., Hart,B., Parker,M., Walsh,A., Sureshbabu,N., Kwechin,T., Thompson,N., Patel,P., Perz,J., Magri,J., Schaffzin,J., Wallace,B. and Smith,P.",,Unpublished,2026-02-15,,,1a; 1b; 2b,0,0,26,26,25,25
1022,Direct Submission,"Heymbeeck,J.A.A., Nascimento,W.L., Freitas,M.C.S., Rocha,L.S., Costa,F.F., Queiroz,J.P.Q., Simeone,D., Martins,L.C., Machado,L.F.A., Fischer,B., Kupek,E. and Oliveira-Filho,A.B.",,Submitted (21-OCT-2025) Institute of Coastal Studi,2026-02-15,,,1a; 1b; 3a,0,0,22,22,22,22
1023,Direct Submission,"Rahimi,P., Sharafi,H., Merat,S., Bahramali,G., Sajadian Fard,F.S., Asadi,N.S., Alavian,S.M., Iranpur Mobarakeh,V. and Moravej,S.Z.",,"Submitted (17-MAY-2020) Hepatitis and AIDS, Pasteu",2026-02-15,,,3a,0,0,41,0,0,0
1024,"Hepatitis B virus isolated in Taiwanese aborigines, complete genome","Abe,K., Lin,T.-Y. and Yu,M.-L.",,Unpublished,2026-02-15,,,1b; 2b; 3a,0,0,0,0,0,0
1025,Direct Submission,"Sistayanarain,A.",,Submitted (11-APR-2015) Microbiology and Parasitol,2026-02-15,,,6c; 6f; 6i; 6n,0,0,13,0,0,0
